No,Title,Artist,BPM,ENERGY,DANCE,LOUD,VALENCE,LENGTH,ACOUSTIC,GENRE,KATEGORI EMOSI,Cover_url
877,Piano Man,Billy Joel,178,55,33,-6,43,5:40,61,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1_z13oGCZBAuc6N7TxClqvmyUPnpdzeHB
878,My Life,Billy Joel,131,65,74,-13,80,4:45,11,Rock,relaxed,https://lh3.googleusercontent.com/u/0/d/1OQI-r_qJTycZETHX7FwhT43lJdODusNv
879,"Here, There And Everywhere - Remastered 2009",The Beatles,165,25,29,-12,36,2:23,92,Rock,relaxed,https://lh3.googleusercontent.com/u/0/d/1JNdLyoPAs30e_p28gnicK2mxwJce47H_
880,All I Want,Kodaline,187,41,19,-10,16,5:01,17,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1JHhbrXzKWgZXhlC5-4BKaEHT-Qpwgjef
881,Slipping Through My Fingers,ABBA,137,26,48,-16,34,3:55,80,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1jiL54XU_F8Zf1-n2EX3y7gdIhtISPTcw
882,Love Song,Grrrl Gang,97,86,50,-6,73,2:02,2,Pop Indo,happy,https://lh3.googleusercontent.com/u/0/d/1dfDNFgP18bMZ0MPaNm1aWMuegs3AsrfW
883,love.,wave to earth,62,39,32,-10,25,5:07,65,Pop Indie,relaxed,https://lh3.googleusercontent.com/u/0/d/1n7Mxnqgy-_Yb1RK52h5JBtoROjeQLJ6k
884,bad,wave to earth,136,55,56,-9,39,4:23,71,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1UkEGftVZ5h3fkmiK0wYyb_riFZh3UhQa
885,Peachy World,Drizzly,170,95,38,-6,87,3:20,0,Pop Indo,happy,https://lh3.googleusercontent.com/u/0/d/13bf4WJU-wvd2GPfYG3I5A8piTVJPpfzX
886,Jalaraning Tresna - Keroncong Version,Woro Endah,120,48,55,-7,41,4:38,75,Keroncong,relaxed,https://lh3.googleusercontent.com/u/0/d/1wwGdaWU2QWprtiqb6dvRNjTcBftxPgjZ
887,Mendarah,Nadin Amizah,117,20,41,-11,24,4:02,80,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1pneGhc9rSMgiC49c_jwyhB2blXWPYqcB
888,Mundur Perlahan,Paul Aro,116,28,56,-11,19,4:18,95,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1UMWImU_BGCnkK-DsJuT0LmdtEZkP7hec
889,Jangan Melamun Saat Hujan,Kunto Aji,142,23,63,-12,20,4:33,94,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1zuj_A6XCbuocUcC8C07ys5HFfKdqUZ7c
890,Betapa Ku Cinta Padamu,Dato' Sri Siti Nurhaliza,198,53,29,-8,40,6:07,55,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1esRVo7JLlD-juRMYoiH4FbyWA1gvXkbV
891,Pikiran Yang Matang,Perunggu,100,84,52,-3,43,3:12,1,Rock,relaxed,https://lh3.googleusercontent.com/u/0/d/1lDQlQNAXuQknoDvfBw9xpoDcvWyWRuLH
892,Badut,Raavfy,116,25,48,-12,22,5:55,91,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1I6wghGs1wLpfjV6hwiF3sNFmakyeuzrH
893,Badut Pt.3,Raavfy,110,26,44,-11,14,7:41,84,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1h2Y0dOIuJ6b8AZiksp3Usk5VimWuH278
894,Badut Pt. 4,Raavfy,111,18,45,-16,10,7:39,85,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1StD5krMGhg-JbJw0Tx6rVKwEzT8pmjK8
895,Hebat,Tangga,208,65,59,-6,82,3:54,7,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1FJONLRaIT_qqRiLQG5aBsmzgwD29d4D1
896,Hanya Untuk-Mu,Ten2Five,170,23,44,-13,13,3:30,85,R&B,relaxed,https://lh3.googleusercontent.com/u/0/d/1nynYSK1EDN7GkJz2srroIrEmAqJwgGi5
897,I'm Outta Time,Oasis,77,62,43,-5,8,4:10,0,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1IA-HrY8ILg0734-nLfxAm6qGczFwMxuf
898,"Kalibata, 2012",Perunggu,108,75,61,-7,48,5:01,0,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1bOwhfJ_fBYmNF5HcYeHhTgOL-yMgZ5KT
899,Trajectories,Bruno Major,136,14,48,-19,13,2:58,96,R&B,sad,https://lh3.googleusercontent.com/u/0/d/1sCKlnOKspLgwA0padhoxiK5BvgapLvq8
900,Pastikan Riuh Akhiri Malammu,Perunggu,110,52,62,-10,23,4:12,1,Rock,relaxed,https://lh3.googleusercontent.com/u/0/d/1HdIVk_TX4RxanGOuruiWZqSrYk66ZlhC
901,Aku Ada Untukmu,Perunggu,125,73,69,-4,44,4:04,26,Rock,happy,https://lh3.googleusercontent.com/u/0/d/1kR8pIFRlvGYtgo47ECgKAS3O5MNCzvyH
902,Married With Children,Oasis,88,41,59,-12,31,3:12,85,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1r7hE1iYOUy19i4izkcPU0N9Kx9jBBGQS
903,Superpowers,Daniel Caesar,107,43,46,-9,5,2:54,61,R&B,relaxed,https://lh3.googleusercontent.com/u/0/d/1blMuGyQ_joMlqUvwCEotpCDCkZG8RAdI
904,Always,Daniel Caesar,136,44,58,-8,20,3:45,67,R&B,relaxed,https://lh3.googleusercontent.com/u/0/d/1oXekaFiGxJMDxhYK7V9b81bOMR0wGv89
905,Best Part (feat. H.E.R.),Daniel Caesar,75,37,52,-10,44,3:31,80,R&B,relaxed,https://lh3.googleusercontent.com/u/0/d/189xBcNrIYUW-fmb_9DO2ihvznrr9nP6s
906,Swear It Again - Radio Edit,Westlife,130,53,63,-7,33,4:08,30,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/18vm_t55KuFXEvLKmM40O9Q2hYC6WcCre
907,Gak Iso Turu,YoWis Ben,105,76,59,-7,49,3:53,11,Pop,angry,https://lh3.googleusercontent.com/u/0/d/16bc6zSHjVcSesALcNL4UGhpSBQDm3ukl
908,Just Give Me a Reason (feat. Nate Ruess),P!nk,95,55,78,-7,44,4:09,34,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1He4bvbZny1wVvABZnWDUe6fi_WI-wHQI
909,Gandolane Ati,YoWis Ben,97,79,59,-5,45,3:13,4,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1R-nEfCDAwZTHVQcQzazsFHK1BJvvwIWf
910,Lay Me Down,Sam Smith,119,33,42,-9,17,4:14,77,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1ZTwiT87w93rfnte-VBgKcUCbQut9K-1k
911,Lagu Galau,YoWis Ben,96,74,66,-5,40,3:26,6,Pop,angry,https://lh3.googleusercontent.com/u/0/d/1P7AfCTOjfTPeNSE9cx3Cc_ZXqhj_V5IG
912,In Love With Another Man - Official Audio,Jazmine Sullivan,117,34,45,-8,18,4:11,70,R&B,sad,https://lh3.googleusercontent.com/u/0/d/1hjLtzo6dcRl3Ptabne2C2IUGUmSCj36l
913,Baby Came Home 2 / Valentines,The Neighbourhood,74,50,21,-10,11,6:30,7,Rock,sad,https://lh3.googleusercontent.com/u/0/d/15vSFvFn8T34vTVNpYmTj0W-AHyV6L403
914,The Show,Lenka,123,59,75,-4,59,3:55,26,Pop Indie,happy,https://lh3.googleusercontent.com/u/0/d/16ro0gFQNbQkwphPo6h2srslF-NL06x0u
915,Untitled,Rex Orange County,84,20,57,-10,33,2:24,91,Pop Indie,relaxed,https://lh3.googleusercontent.com/u/0/d/1bko4YeGgPtCT3eW-GEvr-Sm6xDRR8esR
916,When I Close My Eyes,Tom Odell,137,32,52,-13,20,3:13,95,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1AEQfjI30CtOMtE39y8raYUC3u5XPg2-c
917,Untitled,MALIQ & D'Essentials,93,24,82,-10,49,4:05,61,R&B,relaxed,https://lh3.googleusercontent.com/u/0/d/1FNvXTLQaBLj_ZOREQmH7q5ZJYP-3XIcD
918,The Visitor,SIENNA SPIRO,127,21,39,-8,17,3:49,87,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1-9bQwrUlF-tQOnjN97ZLdD62DLC1cIWa
919,Smile,Steve Chris,130,89,83,-5,77,2:33,23,Pop Indo,happy,https://lh3.googleusercontent.com/u/0/d/1H1o7SruY_cvQnZGozitlAGkiaJmA-jUB
920,So Easy (To Fall In Love),Olivia Dean,140,63,75,-6,57,2:49,67,R&B,relaxed,https://lh3.googleusercontent.com/u/0/d/1zPdnxvEQd0fart0k8mK0LNP9oSSmh6i7
921,If Ever You're in My Arms Again,Peabo Bryson,96,58,58,-5,33,4:14,9,R&B,sad,https://lh3.googleusercontent.com/u/0/d/1swldWBcpS9IdMl7hhGPAyYCbS7wZfVdH
922,Falling in Love at a Coffee Shop,Landon Pigg,83,56,49,-8,24,4:06,20,Folk,relaxed,https://lh3.googleusercontent.com/u/0/d/1qXFE9yQVMoJ4PboF6Lyt0GF3ZdmanAKz
923,2112,Reality Club,119,55,60,-9,22,5:56,17,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1idVK2LK7zmzQ8gQ7A2RRz4521WXzLcrC
924,Alexandra,Reality Club,138,36,38,-10,14,4:08,75,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1RpVCNJSH4ZpTV7liqXHsjnre4z1o-K-_
925,The Goodbyes You Never Said,odit,140,30,55,-10,13,4:11,75,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1JFXC4ygGEdieheGst4PGBwH_DUdqoEDw
926,Riptide,Vance Joy,102,73,48,-7,51,3:24,43,Pop Indie,relaxed,https://lh3.googleusercontent.com/u/0/d/1ZeC4Lsq9oZck3YmAYpRl7cvo5LSgfiRD
927,I Will Fly,Ten2Five,97,65,68,-8,60,3:49,7,R&B,relaxed,https://lh3.googleusercontent.com/u/0/d/1eYNXeQaWeJivM4oTb7r3mBGwe-HsdYVo
928,Who I Am,Alan Walker,109,53,53,-5,33,3:31,13,Electronic,relaxed,https://lh3.googleusercontent.com/u/0/d/1TsC_-pC7uZnuOsb8sqiHhED8FMyWg_IZ
929,If I Had A Gun…,Noel Gallagher's High Flying Birds,151,75,29,-3,22,4:09,5,Rock,relaxed,https://lh3.googleusercontent.com/u/0/d/1TI4X38oWI99i2KDVpEQ8GL6-PTPreEom
930,Who Says,Selena Gomez & The Scene,101,93,68,-3,74,3:14,8,Rock,happy,https://lh3.googleusercontent.com/u/0/d/1V5FbyDFJpbmzNDrh6H5aDBQIoSWHRAhY
931,Paper Rings,Taylor Swift,104,72,81,-7,87,3:43,1,Pop,happy,https://lh3.googleusercontent.com/u/0/d/16T0SCphFwd1_aX0NTHuHw5ox0lyGKrtu
932,Natural,D’MASIV,78,68,50,-7,44,3:54,44,Rock,relaxed,https://lh3.googleusercontent.com/u/0/d/1h47VVDhUQFyls8Q0I38zAv1atUageAGm
933,Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift,116,79,62,-6,49,3:46,0,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1D8Hqe3svS_6y3C_oq609ZfywyCB3AvGQ
934,On My Way,Alan Walker,170,69,51,-5,30,3:13,2,Electronic,relaxed,https://lh3.googleusercontent.com/u/0/d/14U7cw7lP2qyXeSTbxBYBIEnKnMFMCIB5
935,Symphony (feat. Zara Larsson),Clean Bandit,123,63,71,-5,46,3:38,26,Electronic,happy,https://lh3.googleusercontent.com/u/0/d/11AaWdMKDULFebBclj6vuTOPIShj1CcuR
936,Solo (feat. Demi Lovato),Clean Bandit,105,64,74,-5,56,3:42,4,Electronic,happy,https://lh3.googleusercontent.com/u/0/d/1DHcAvI8JIxLzoU6Ag1qeZlGhcfwkqDOB
937,Unity,The Walkers,115,66,58,-7,24,3:24,5,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1XOGkar8ZFYk3ycZZykpDWzpPiLmkTCNC
938,Cheerleader (Felix Jaehn Remix) - Radio Edit,OMI,118,69,78,-6,60,3:02,17,Reggae,happy,https://lh3.googleusercontent.com/u/0/d/1BFpBjf7CmaZQOnUd1qpbv_7TFrNlcW4S
939,Headlights (feat. KIDDO),Alok,100,75,63,-6,32,2:37,1,Electronic,happy,https://lh3.googleusercontent.com/u/0/d/1ArpBlhl66OrpG3DClkxUF_H5-hyS1mwM
940,"Better Off (Alone, Pt. III)",Alan Walker,130,69,51,-5,38,2:31,3,Electronic,sad,https://lh3.googleusercontent.com/u/0/d/1QMdLUqW94ky1ni59x-a6gJMg2JDPFFnn
941,The Spectre,Alan Walker,128,71,65,-7,20,3:10,2,Electronic,angry,https://lh3.googleusercontent.com/u/0/d/1-YcWE5vJj4uwO0TAYnrEHt1pGDcd-DcI
942,Lily,Alan Walker,151,63,42,-6,47,3:15,20,Electronic,relaxed,https://lh3.googleusercontent.com/u/0/d/1IxXU6qe7AQDcGsWI1Dx3qcmETocKXdtb
943,Say No,Tasya Kamila,122,78,82,-6,96,3:55,7,Pop,angry,https://lh3.googleusercontent.com/u/0/d/1K4DOqL5GD5EYpo69kqabsiaV1MKNX7Um
944,Old Habits (From Delta Force Game),Alan Walker,77,80,57,-5,37,3:11,35,Electronic,angry,https://lh3.googleusercontent.com/u/0/d/1o1dFkDJnau4sNW5otykp_zrAeVHtH7s9
945,Homewrecker,sombr,100,92,46,-3,53,3:29,5,Pop Indie,angry,https://lh3.googleusercontent.com/u/0/d/1-b941SeahYdEPbIquXgxhh0zLCiQMCe2
946,undressed,sombr,116,89,64,-4,89,3:02,14,Pop Indie,relaxed,https://lh3.googleusercontent.com/u/0/d/1cc5BjWKWNvuEvMccKvrBkDHo7aojpOnm
947,Happiness is a butterfly,Lana Del Rey,70,12,47,-11,16,4:32,97,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1eUydG9UQlBV0L4WCR0Gr5kNLm-Q9-irP
948,do i ever cross your mind,sombr,82,56,39,-12,25,2:48,56,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1txdEgAvMvYSjRduPzs1NN6vUvptouzPY
949,Babydoll,Dominic Fike,168,60,76,-5,85,1:38,11,Pop Indie,happy,https://lh3.googleusercontent.com/u/0/d/1krCr9gVkW3WTTH3kwPGd5Yv8tpAgGXPe
950,Baby Came Home,The Neighbourhood,113,57,64,-6,27,3:47,1,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1TnYXa8o5KiEVjfOXMsLHGuxrbsUC0lNO
951,Clockwork,Laufey,126,36,62,-8,60,2:30,88,Jazz,sad,https://lh3.googleusercontent.com/u/0/d/19e0v5wY67Fsx7ykdlGt681CmYAmY6Jik
952,"Too Little, Too Late",Laufey,159,22,28,-10,17,3:53,95,Jazz,sad,https://lh3.googleusercontent.com/u/0/d/1dd0twddJlD-MIk8gVBbuQ2ugYopsoobw
953,Tough Luck,Laufey,118,40,68,-7,23,3:12,46,Jazz,sad,https://lh3.googleusercontent.com/u/0/d/12lOskPTm0uelnPvvK0c0MGKPmbeSaNOl
954,Blue Skies - REVOKE Remix,Lenka,170,53,64,-11,21,3:26,7,Pop Indie,relaxed,https://lh3.googleusercontent.com/u/0/d/1--eXs31IVzHcBCY47csZwBIVaj_cPNkS
955,Everything at Once,Lenka,145,47,77,-8,84,2:39,33,Pop Indie,relaxed,https://lh3.googleusercontent.com/u/0/d/1mKc8uI7eZXu0b6B-wYOMZyTMPTZURfXT
956,Everything's Okay,Lenka,146,39,74,-8,51,3:51,60,Pop Indie,relaxed,https://lh3.googleusercontent.com/u/0/d/1lFvo9YF-NSKvMUmcMLx6DFHS-LwV-23z
957,Mungkin Takut Perubahan,Lomba Sihir,80,71,62,-8,69,3:09,1,Pop Indie,angry,https://lh3.googleusercontent.com/u/0/d/1abQ1NrTGP7vlfX6OuAPvIzFgfeibmVoN
958,Andai Saja,Lomba Sihir,78,73,49,-5,50,3:57,3,Pop Indie,angry,https://lh3.googleusercontent.com/u/0/d/1JI9ALawCFAK4RX8__z_ryY40iZJhLSCg
959,Nirrrlaba,Lomba Sihir,105,76,66,-7,88,3:49,0,Pop Indie,angry,https://lh3.googleusercontent.com/u/0/d/1fzkscjc-Eqx6pMCWpM4pxOVnubYodBfm
960,Pilihanku,MALIQ & D'Essentials,118,71,67,-6,85,3:26,72,R&B,relaxed,https://lh3.googleusercontent.com/u/0/d/1X4CztaBh47lAEJM5-NNJZkVTlmWqukOr
961,Dia,MALIQ & D'Essentials,84,62,64,-7,92,4:22,66,R&B,relaxed,https://lh3.googleusercontent.com/u/0/d/1H8QTYRCMYMhkJ17Hqmge3Pz8Ro4F1M1T
962,Senja Teduh Pelita,MALIQ & D'Essentials,88,82,57,-6,93,4:34,70,R&B,relaxed,https://lh3.googleusercontent.com/u/0/d/1eRbSuczTR1Pb3s2h8hSU7ZhOwWy9DTHB
963,Semoga,MALIQ & D'Essentials,150,71,54,-6,52,4:29,63,R&B,relaxed,https://lh3.googleusercontent.com/u/0/d/1mvPLX3WLCmt1H_GU-Y0bIqo2_4-TQh1N
964,Teenagers,My Chemical Romance,112,86,46,-3,86,2:41,5,Rock,angry,https://lh3.googleusercontent.com/u/0/d/1OPJF4UmMWL7eAILR5zwa94OftRE8PZoX
965,Buzz,NIKI,100,52,73,-8,84,2:55,70,R&B,relaxed,https://lh3.googleusercontent.com/u/0/d/1909SxqvCH6p184K0T0jmrFJ2D7e7j_sU
966,Did You Like Her In The Morning?,NIKI,77,12,42,-16,36,3:37,90,R&B,sad,https://lh3.googleusercontent.com/u/0/d/1W1xNubG70vDr4pJJKUNgnbwNFOk52itv
967,Tsunami,NIKI,143,21,36,-15,34,3:51,84,R&B,sad,https://lh3.googleusercontent.com/u/0/d/1mFg3mdQOuQgZTT_iV4l0gmi39Hv4axVB
968,Don't Look Back in Anger - Remastered,Oasis,163,94,33,-3,33,4:49,7,Rock,happy,https://lh3.googleusercontent.com/u/0/d/1Le78FgapT9G0lj23cwTySMBPBgLg7zpM
969,All I Ask,Adele,142,28,59,-5,35,4:31,89,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1CNo8f503cCOTY3wD3NFIdXsuiXG7ko-i
970,505,Arctic Monkeys,140,87,53,-6,25,4:11,0,Rock,angry,https://lh3.googleusercontent.com/u/0/d/1yPsohiC63p5nfKP5gCINoWJrYn6kO4-f
971,needy,Ariana Grande,87,31,65,-8,20,2:52,78,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1zwS0m27Fw2lAE1jIxV955uBvEcDIEM5c
972,"thank u, next",Ariana Grande,107,65,72,-6,41,3:32,23,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1ZG0AB-bzo6o9_tF8vEtMl10WPLrr3ZSU
973,the boy is mine,Ariana Grande,98,63,80,-6,45,2:53,16,Pop,angry,https://lh3.googleusercontent.com/u/0/d/1EsBJNXMeyYaU9hl7uWUVSbwlDEOcDOhL
974,Untukku,Chrisye,120,48,59,-8,31,4:15,26,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1aSpXwH1X-2kE6kscRye2xDMiN2Q4MLx-
975,hold me tight,Skyline,73,45,41,-8,30,3:11,73,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/173HNDb2o1jbSMW8DoYSDasjVPYYrWz0d
976,night shift,Skyline,136,48,47,-12,9,3:33,91,Pop Indo,relaxed,https://lh3.googleusercontent.com/u/0/d/1AtFtlWYPHTaUQymCJr7fS0V0LixGxuC7
977,Tanpa Cinta,Yovie & Nuno,136,51,44,-6,26,4:16,60,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1F3N_lRaN23T2joaz8npYXECwUb7WjLPE
978,Menjaga Hati,Yovie & Nuno,142,67,54,-6,19,3:58,62,Rock,sad,https://lh3.googleusercontent.com/u/0/d/12-rTuan5APYTM-eVUj5NhJc0gyNDC2Lc
979,Manusia Biasa (CLB),Yovie & Nuno,110,66,59,-4,67,3:48,52,Rock,relaxed,https://lh3.googleusercontent.com/u/0/d/1bfyKensoryPEYPGPdolEOGhyQBfYR_Sr
980,Saat Kau Telah Mengerti,Virgoun,69,31,29,-10,25,4:50,80,Pop,sad,https://lh3.googleusercontent.com/u/0/d/14463lIhhhoaAc5MpGQTUjmRRg4snb-K0
981,Bukti,Virgoun,140,45,48,-8,34,4:43,62,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1uBlrHiiY-IeZfCBSvTVxjaIS8n7d95mN
982,Terlalu Lama,Vierra,150,57,53,-7,39,4:07,34,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1VS6_DtrClDkXc4NSbzPwMXd3d39gTI2b
983,Rasa ini,Vierra,125,49,58,-6,19,4:00,85,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1rQXpJNTidihLiRxtqnPqaJc5Mrbqs6fU
984,Komang,Raim Laode,134,41,70,-9,35,3:42,41,R&B,relaxed,https://lh3.googleusercontent.com/u/0/d/1KpegvM_if6t4znDLf43RStpTcFkvG6W7
985,Teman Bahagia,Jaz,95,41,74,-7,80,3:28,23,R&B,happy,https://lh3.googleusercontent.com/u/0/d/1JUbR61HC-fAGpHaxAWSJ9_-_B_aO3tZO
986,J.A.P,Sheila On 7,142,77,52,-9,88,4:44,0,Rock,happy,https://lh3.googleusercontent.com/u/0/d/1PFinOqHv13oZToTzHgO7Wjs3R9u6InK8
987,A Different Way (with Lauv),DJ Snake,105,76,78,-4,59,3:44,50,Electronic,happy,https://lh3.googleusercontent.com/u/0/d/1JZvUzevv1RF-4C5XOTd_5SOUo1hcWBbc
988,Television / So Far So Good,Rex Orange County,165,51,40,-8,32,4:22,59,Pop Indie,relaxed,https://lh3.googleusercontent.com/u/0/d/1_8QJDx1gQPMo2NCZTDoRqSuYFkeSX5PK
989,Until I Found You,Stephen Sanchez,202,50,35,-6,19,3:04,76,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1NCwyxifPejvLYmFGhLf1S3IV9uysY7Fd
990,Melting,Kali Uchis,115,48,57,-8,30,3:29,18,R&B,relaxed,https://lh3.googleusercontent.com/u/0/d/1WFFT9Cxsy0WDPJ3D8FC3VvRzsq-wC2BZ
991,Runaway,AURORA,114,30,42,-9,12,4:09,63,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/15ODPx0EMKscFhQbdt3Wx--cgGHgz0O9D
992,So High,Doja Cat,132,57,65,-6,66,3:22,13,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1rwFF9YfXWiqlPUaUsbpGhGZpIygMIjhG
993,Setapak Sriwedari,MALIQ & D'Essentials,117,81,59,-5,77,4:10,25,R&B,happy,https://lh3.googleusercontent.com/u/0/d/1JWpUktDAbzffdh3BLaFi5uYA1huPgr6E
994,Satu Mimpiku,Yovie Widianto,91,87,54,-5,44,4:21,61,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1RvTGKdiPZ_KacQIkMPWo683KRKu5qEfv
995,Seluruh Nafas Ini (feat. Giselle),Last Child,127,53,56,-5,27,4:52,22,Rock,sad,https://lh3.googleusercontent.com/u/0/d/14ykcFsj2hikXzRPzq2CvwxgYgzwT7Ep7
996,Diary Depresiku,Last Child,132,75,57,-9,50,5:17,2,Rock,angry,https://lh3.googleusercontent.com/u/0/d/14iQjkwy6MY43jQqmst6mnPMla88FWiMG
997,Abadi,Dendi Nata,140,72,48,-6,41,4:54,4,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/14rNs9DG-VpUeaLH_2WBWnhmEXb6GBgH6
998,Location Unknown ◐ (feat. BEKA) - Brooklyn Session,HONNE,92,29,51,-7,40,5:24,94,R&B,sad,https://lh3.googleusercontent.com/u/0/d/1C-GsW-t1XXTBC_-xwBQxbSgPjusUQPm7
999,Melompat Lebih Tinggi,Lomba Sihir,166,83,45,-4,85,3:40,1,Pop Indie,happy,https://lh3.googleusercontent.com/u/0/d/1nrT9ulShdprx3AAos2q84wmXJkj_Q7ol
1000,Where We Are,Westlife,75,74,47,-5,36,3:57,42,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1Qy1IUCXpSKySg-OBGHhgE09hXoWE3HQ9
1001,Where We Are,One Dayline,125,73,62,-7,74,4:10,2,Pop Indo,happy,https://lh3.googleusercontent.com/u/0/d/1cDRKJIcsVkc0TKVNHVEhlFCdH28mUuuo
1002,Teh Hijau,Tulus,101,57,71,-8,78,3:31,63,Jazz,relaxed,https://lh3.googleusercontent.com/u/0/d/1vROyPHZBWETNMoArQECXDBH8L5ubk3Km
