No,Title,Artist,BPM,ENERGY,DANCE,LOUD,VALENCE,LENGTH,ACOUSTIC,GENRE,KATEGORI EMOSI,Cover_url
286,Rayuan Perempuan Gila,Nadin Amizah,105,41,40,-9,21,5:19,87,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/1N2wRtSMWR4xfCiGop5msshXe8ZZLpY2C
287,Satru 2,Denny Caknan,118,55,42,-6,25,6:23,66,Pop Jawa,sad,https://lh3.googleusercontent.com/u/0/d/1Ja5yi88LUvzbOdo2eQJ2PKMEQFceQJCg
288,Bawa Dia Kembali,Mahalini,136,55,54,-6,38,3:44,73,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1eUqbr-qYwOcbqBZPXOPPUn7KdKmNY8BN
289,Jiwa Yang Bersedih,Ghea Indrawari,97,39,36,-8,45,4:37,81,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1LtHv7YJYDsxqw9-bn8TQ5vW95BzWwk6T
290,traitor,Olivia Rodrigo,101,34,38,-8,8,3:49,69,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1qZwF7IWJQsvoajv_gU9fHkxaExYef77-
291,happier,Olivia Rodrigo,169,44,40,-10,34,2:56,77,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1uOTzTzWnlbPS8gRnc3lU7P-VXVdOMRCn
292,The Man Who Can't Be Moved,The Script,100,63,61,-5,31,4:02,44,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1BnM1F1UcACT3vUt5mlxUU7aKX9A8XIpz
293,All Too Well (Taylor's Version),Taylor Swift,186,53,44,-8,13,5:30,2,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1gWlj-vnF1H9MtYAuZukmttY22qgNCk6p
294,Putar Waktu,Mahalini,67,36,40,-7,31,4:10,90,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1tfgwPSGpKMrkrHSFz9ODEZeRiyeLkf4-
295,Melawan Restu,Mahalini,120,35,63,-8,27,3:40,81,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1fG5oj9_bcPH1IVYVHBvXsa72EECcMsZd
296,Kalau Bosan,Lyodra,136,43,45,-7,27,3:29,58,Pop,sad,https://lh3.googleusercontent.com/u/0/d/15Wx5WqhcgTq2K37WmE2QOuscXINpg-y6
297,Sabda Rindu,Lyodra,150,64,59,-5,62,3:35,31,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1zxyXoQ9e2FuNd2syVkDiHOSs5m4pTHBJ
298,Ada,Lyodra,158,53,45,-6,17,3:31,80,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1rfM2mF2GJdnWCJ-R0-ICvG7jgbJLeyhP
299,Feather,Sabrina Carpenter,124,69,79,-4,83,3:05,7,Pop,happy,https://lh3.googleusercontent.com/u/0/d/14p7-8Ac2I2W4sQhjh7MMZ1kS75mV0eJG
300,pink skies,LANY,104,63,72,-7,47,3:07,27,Pop Indie,relaxed,https://lh3.googleusercontent.com/u/0/d/1_0NQdbjnpiA_CQSpm7vxT7I1WjaPMrlg
301,Difficult,Gracie Abrams,146,61,60,-9,42,4:16,41,Pop Indie,sad,https://lh3.googleusercontent.com/u/0/d/1JPbv7_KIbikoFSQokphOVpZLN_O_SlKP
302,Ini Laguku,Mahalini,132,40,38,-7,22,3:37,71,Pop,relaxed,https://lh3.googleusercontent.com/u/0/d/1AKbFszqUUYPVAf1kpmDmoa5N7GoEWb6m
303,Ini Abadi,Perunggu,194,29,16,-12,34,3:52,87,Rock,relaxed,https://lh3.googleusercontent.com/u/0/d/1u_RoQAERp6KBZAq9yufEaEpOy9MjSx21
304,The Lazy Song,Bruno Mars,175,71,79,-5,96,3:09,30,R&B,happy,https://lh3.googleusercontent.com/u/0/d/1edxi1xbVVIqZJASvuKEADC-Nj8UcKfkz
305,Blinding Lights,The Weeknd,171,73,51,-6,33,3:23,0,R&B,happy,https://lh3.googleusercontent.com/u/0/d/1VbP1rZbGqefZDtiSCRsrDqS1VC3FAGUB
306,Shape of You,Ed Sheeran,96,65,83,-3,93,3:53,58,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1-qRWd53ua32lDU8Ky22triQX6XD4512K
307,What Do You Mean?,Justin Bieber,125,57,85,-8,79,3:25,59,Pop,sad,https://lh3.googleusercontent.com/u/0/d/1NWp64DE0h5XY3aXcMqWYvmkZgO6J_94X
308,"jealousy, jealousy",Olivia Rodrigo,164,57,70,-6,70,2:53,20,Rock,sad,https://lh3.googleusercontent.com/u/0/d/1wkAz9013_wkSmserD6K3WoePABgoij4L
309,Kita,Sheila On 7,123,62,69,-12,84,4:37,15,Rock,relaxed,https://lh3.googleusercontent.com/u/0/d/1hfwIqivzSfFiMsbUPePWeKfIJvqENrtG
310,Berapa Kali Kita Akan Saling Memaafkan,Pamungkas,94,61,61,-9,40,4:44,51,Pop Indo,sad,https://lh3.googleusercontent.com/u/0/d/162D7f_0iG4sJ7DBy_zADU57WsQHn8H49
311,Harus Bahagia,Yura Yunita,116,73,85,-5,96,2:53,47,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1Pt1ByoImlTnOrxrCGH5VevOg9IwCsQNr
312,Marry You,Bruno Mars,145,82,62,-5,45,3:47,33,R&B,happy,https://lh3.googleusercontent.com/u/0/d/1cOBwfEOuLmKRjER5yzPQf4-VVSX_rLsK
313,Nothing's Gonna Change My Love for You,George Benson,137,61,55,-5,35,4:03,76,Jazz,relaxed,https://lh3.googleusercontent.com/u/0/d/1mwe7C-E3LMb0jlJhzdnwRAoro5K0c0Qo
314,Tak Ikhlasno,Happy Asmara,130,60,62,-5,61,4:31,52,Pop Jawa,sad,https://lh3.googleusercontent.com/u/0/d/1BBgWQI9a5JIY3A5Sbn4KKlZ0aWSUxlgH
315,Drag Me Down,One Direction,138,70,73,-6,60,3:13,11,Pop,happy,https://lh3.googleusercontent.com/u/0/d/1b0RS4UvyTOoIhRYDDF7qlquYgxXg8Hfj
